GRIDCODE,CVE_ENTCVE_MUN,Fb
631410,26035,0.0026004
631411,26035,0.0056002
631412,26035,0.0071875
631413,26035,0.00806
631414,26035,0.0065912
631415,26035,0.0074221
631416,26035,0.00806
631417,26035,0.00806
631418,26035,0.00806
631419,26035,0.00806
631420,26035,0.00806
631421,26019,0.0003215
631421,26035,0.0042802
631422,26019,0.0101432
631422,26035,0.0005728
631423,26019,0.0107765
631424,26019,0.0107765
631425,26019,0.0040075
631426,26019,0.0062595
631427,26019,0.0062595
631428,26019,0.0062595
631429,26019,0.0062595
631430,26019,0.00638
631431,26019,0.0040075
631432,26019,0.0107765
631433,26019,0.0040075
631434,26019,0.0040075
631435,26019,0.0040075
631436,26011,0.0001474
631436,26019,0.006284
631437,26011,0.0043906
631437,26019,0.0035204
631438,26011,0.0071953
631438,26019,0.0002833
631439,26011,0.0325472
631440,26011,0.0230278
631440,26027,0.0066242
631441,26011,0.005744
631441,26027,0.0186515
631442,26027,0.0226485
631443,26027,0.0226485
631444,26027,0.0047032
631445,26027,0.0059358
631446,26027,0.0055999
631447,26027,0.0031549
631448,26027,0.003165
631449,26027,0.0101518
631450,26027,0.002475
631451,26027,0.0073884
631452,26027,0.0019978
631453,26027,0.0028822
631454,26027,0.0059358
631455,26027,0.0059358
631456,26027,0.0059358
631457,26027,0.0059358
631458,26002,0.0038694
631458,26027,0.0022672
631459,26002,0.0062608
631460,26002,0.0062608
631461,26002,0.0062608
631462,26002,0.0045604
631463,26002,0.0040901
631464,26002,0.0062608
631465,26002,0.0062608
631466,26002,0.0062608
631467,26002,0.0062608
631468,26002,0.0038609
631469,26002,0.003784
631469,26015,0.0001417
631470,26002,0.0038609
631471,26002,0.0038609
631472,26002,0.0038609
631473,8035,0.0008512
631473,26002,0.0017533
631474,8035,0.0008167
631474,26002,0.0018388
631475,8035,0.0007022
631475,26002,0.0021221
631476,8035,0.0005794
631476,26002,0.0024263
631477,8035,0.0011713
631477,26002,0.0018078
631478,8035,0.0004434
631479,8035,0.0002736
631480,8035,0.0004517
631481,8035,0.0005389
631483,8035,0.0000651
631484,8035,0.0001198
631485,8035,0.0055267
631486,8035,0.0106404
631487,8035,0.0019005
631488,8035,0.0023137
631489,8035,0.0023137
631490,8035,0.0019005
631491,8035,0.0019005
631492,8035,0.0023137
631493,8035,0.0023137
631494,8035,0.0023137
631495,8035,0.0023137
631496,8035,0.0023137
631497,8035,0.0023115
631498,8035,0.0006838
631499,8035,0.0017356
631500,8035,0.0023137
631501,8035,0.0023137
631502,8005,0.0005069
631502,8035,0.001548
631503,8005,0.002649
631503,8035,0.0000712
631504,8005,0.0011282
631505,8005,0.0011282
631506,8005,0.0011282
631507,8005,0.0011282
631508,8005,0.0011282
631509,8005,0.0011282
631510,8005,0.0027331
631511,8005,0.0027331
631512,8005,0.0027331
631513,8005,0.0027331
631514,8005,0.0011282
631515,8005,0.0011282
631516,8005,0.0011282
631517,8005,0.0011282
631518,8005,0.0019213
631519,8005,0.0016769
631520,8005,0.0003065
631521,8005,0.0005848
631522,8005,0.0019213
631523,8005,0.0019213
631524,8005,0.0011282
631525,8005,0.0011282
631526,8005,0.0019213
631527,8005,0.0007459
631528,8005,0.0012193
631529,8005,0.0007459
631530,8005,0.0010259
631531,8005,0.0011282
631532,8005,0.0027331
631533,8001,0.0004569
631533,8005,0.0006317
631534,8001,0.0005074
631542,8001,0.0016814
631543,8001,0.0038611
631544,8001,0.0013085
631545,8001,0.0005789
631546,8001,0.0008182
631547,8001,0.000681
631548,8001,0.0019791
631549,8001,0.000681
631550,8001,0.000681
631551,8001,0.000681
631552,8001,0.000681
631553,8001,0.000681
631554,8001,0.000681
631555,8001,0.0010382
631556,8001,0.0010382
631557,8001,0.000681
631558,8001,0.000681
631559,8001,0.0010382
631560,8001,0.0005884
631560,8028,0.0002217
631561,8001,0.0000522
631561,8028,0.0015479
631562,8001,0.0000071
631562,8028,0.0016127
631563,8001,0.0000178
631563,8028,0.0015872
631564,8001,0.0000005
631564,8028,0.0016708
631565,8028,0.0016716
631566,8028,0.0016716
631567,8028,0.0016716
631568,8028,0.0016716
631569,8028,0.0016716
631570,8028,0.0016716
631571,8028,0.0016716
631572,8028,0.0016716
631573,8028,0.0016716
631574,8028,0.0016716
631575,8028,0.0016716
631576,8028,0.0016716
631577,8028,0.0016716
631578,8028,0.0016716
631579,8028,0.0016716
631580,8028,0.0005801
632301,2001,0.0000005
632302,2001,0.0000116
632303,2001,0.0000076
632304,2001,0.0001718
632305,2001,0.0001341
632306,2001,0.0000376
632309,2001,0.000031
632311,2001,0.0000866
632312,2001,0.000184
632313,2001,0.0002718
632314,2001,0.000184
632315,2001,0.000184
632316,2001,0.0002718
632317,2001,0.0002718
632318,2001,0.000184
632319,2001,0.000184
632320,2001,0.000184
632321,2001,0.000184
632322,2001,0.000184
632323,2001,0.000184
632324,2001,0.000184
632325,2001,0.0002718
632326,2001,0.000184
632327,2001,0.00057
632328,2001,0.00057
632329,2001,0.00057
632330,2001,0.00057
632331,2001,0.00057
632332,2001,0.000184
632333,2001,0.000184
632334,2001,0.0002718
632335,2001,0.0002718
632336,2001,0.0002718
632337,2001,0.0002718
632338,2001,0.0002718
632339,2001,0.0002718
632340,2001,0.0002718
632341,2001,0.0002718
632342,2001,0.0002718
632343,2001,0.0002718
632344,2001,0.0002718
632345,2001,0.0002718
632346,2001,0.0002718
632347,2001,0.0002641
632348,2001,0.0000226
632398,26017,0.0001497
632399,26017,0.0035388
632400,26017,0.0027068
632401,26017,0.0023111
632402,26017,0.0011295
632403,26017,0.0012178
632404,26017,0.0032289
632405,26017,0.0035663
632406,26017,0.0026983
632407,26017,0.0006681
632408,26017,0.0002139
632409,26017,0.0019505
632410,26017,0.0009658
632411,26017,0.0009658
632412,26017,0.0013246
632413,26017,0.0013246
632414,26017,0.0013246
632415,26017,0.0013246
632416,26017,0.0005751
632417,26017,0.000019
632418,26017,0.0003244
632419,26017,0.0008157
632420,26017,0.0008213
632421,26017,0.0011244
632422,26017,0.0013246
632423,26017,0.0013246
632424,26017,0.0013246
632425,26017,0.0013246
632426,26017,0.0013246
632427,26017,0.0013246
632428,26017,0.0012868
632428,26047,0.0000318
632429,26017,0.0002148
632429,26047,0.0009333
632430,26047,0.001114
632431,26047,0.0009943
632432,26047,0.001114
632433,26004,0.0002891
632433,26047,0.0009984
632434,26004,0.0026613
632434,26047,0.0000496
632435,26004,0.0027854
632436,26004,0.0027854
632437,26004,0.0027854
632438,26004,0.0027854
632439,26004,0.0022852
632440,26004,0.0010282
632440,26046,0.0060759
632441,26046,0.0110461
632442,26046,0.0110461
632443,26046,0.0110406
632444,26046,0.0069075
632445,26007,0.0005203
632445,26046,0.0045862
632446,26007,0.0299293
632446,26046,0.0003457
632447,26007,0.0326778
632448,26007,0.0326778
632449,26007,0.0326778
632450,26007,0.0326778
632451,26007,0.0105543
632451,26065,0.0040452
632452,26065,0.005975
632453,26065,0.005975
632454,26065,0.0075365
632455,26065,0.005975
632456,26065,0.005975
632457,26036,0.000006
632457,26065,0.0054458
632458,26036,0.0065709
632458,26065,0.0042085
632459,26036,0.0053924
632459,26065,0.0093693
632460,26036,0.0441511
632460,26065,0.0042244
632461,26036,0.0001118
632461,26065,0.0287791
632462,26036,0.0066208
632462,26065,0.0103235
632463,26036,0.0103302
632464,26035,0.0005602
632464,26036,0.0097365
632465,26035,0.0084674
632465,26036,0.0074542
632466,26035,0.0097472
632467,26035,0.0097472
632468,26035,0.0097472
632469,26035,0.0043254
632470,26035,0.0064135
632471,26035,0.0053447
632472,26035,0.00806
632473,26035,0.00806
632474,26035,0.00806
632475,26035,0.00806
632476,26035,0.0077135
632477,26035,0.0077135
632478,26035,0.00806
632479,26035,0.00806
632480,26035,0.0044118
632481,26019,0.0031598
632481,26035,0.0009331
632482,26019,0.0107765
632483,26019,0.0107765
632484,26019,0.0040075
632485,26019,0.0062595
632486,26019,0.0062595
632487,26019,0.00638
632488,26019,0.00638
632489,26019,0.00638
632490,26019,0.0040075
632491,26019,0.0040075
632492,26019,0.0040075
632493,26019,0.0040075
632494,26019,0.0040075
632495,26019,0.00638
632496,26019,0.00638
632497,26011,0.0008662
632497,26019,0.0035464
632498,26011,0.0217621
632498,26019,0.0033101
632498,26027,0.0005484
632499,26011,0.00393
632499,26027,0.0199137
632500,26027,0.0226485
632501,26027,0.0226485
632502,26027,0.0226485
632503,26027,0.0047032
632504,26027,0.0056765
632505,26027,0.0023308
632506,26027,0.0135874
632507,26027,0.0042178
632508,26027,0.0042573
632509,26027,0.0150551
632510,26027,0.0150551
632511,26027,0.014813
632512,26027,0.0023295
632513,26027,0.0059358
632514,26027,0.0059358
632515,26027,0.0059358
632516,26027,0.0059358
632517,26002,0.0027208
632517,26027,0.0033562
632518,26002,0.0062608
632519,26002,0.0062608
632520,26002,0.0062608
632521,26002,0.0034991
632522,26002,0.0061953
632523,26002,0.0062608
632524,26002,0.0062608
632525,26002,0.0062608
632526,26002,0.0062608
632527,26002,0.0038609
632528,26002,0.0038609
632529,26002,0.0100722
632530,26002,0.0100722
632531,26002,0.0100722
632532,26002,0.0038609
632533,26002,0.0100722
632534,26002,0.0038609
632535,26002,0.0038609
632536,8035,0.0011393
632536,26002,0.0028342
632537,8035,0.0001286
632542,8035,0.0001847
632543,8035,0.0007024
632544,8035,0.0018425
632545,8035,0.0079041
632546,8035,0.0019005
632547,8035,0.0019005
632548,8035,0.0019005
632549,8035,0.0019005
632550,8035,0.0019005
632551,8035,0.0021518
632552,8035,0.0021518
632553,8035,0.0023137
632554,8035,0.0019005
632555,8035,0.0019005
632556,8035,0.0019005
632557,8035,0.000838
632558,8035,0.0022277
632559,8035,0.0023137
632560,8035,0.0023137
632561,8005,0.0007893
632561,8035,0.0016456
632562,8005,0.0011282
632563,8005,0.0027331
632564,8005,0.0011282
632565,8005,0.0011282
632566,8005,0.0019213
632567,8005,0.0019213
632568,8005,0.0011282
632569,8005,0.0011282
632570,8005,0.0027331
632571,8005,0.0027331
632572,8005,0.0027331
632573,8005,0.0027331
632574,8005,0.0027331
632575,8005,0.0011282
632576,8005,0.0011282
632577,8005,0.0019213
632578,8005,0.0008545
632579,8005,0.0020138
632580,8005,0.0010255
632581,8005,0.0010259
632582,8005,0.0019213
632583,8005,0.0019213
632584,8005,0.0019213
632585,8005,0.0019213
632586,8005,0.0007459
632587,8005,0.0010259
632588,8005,0.0010259
632589,8005,0.0019213
632590,8005,0.0011282
632591,8005,0.0011282
632592,8001,0.0003609
632592,8005,0.0006892
632593,8001,0.0000822
632601,8001,0.0029148
632602,8001,0.0038611
632603,8001,0.0013085
632604,8001,0.000681
632605,8001,0.0010382
632606,8001,0.000681
632607,8001,0.000681
632608,8001,0.000681
632609,8001,0.000681
632610,8001,0.000681
632611,8001,0.000681
632612,8001,0.0010382
632613,8001,0.0010382
632614,8001,0.0010382
632615,8001,0.0010382
632616,8001,0.000681
632617,8001,0.000677
632617,8028,0.0003786
632618,8001,0.0004941
632618,8028,0.0004474
632619,8001,0.00048
632619,8028,0.0008988
632620,8001,0.0000009
632620,8028,0.0016701
632621,8028,0.0016716
632622,8028,0.0016716
632623,8028,0.0016716
632624,8028,0.0016716
632625,8028,0.0016716
632626,8028,0.0016716
632627,8028,0.0016716
632628,8028,0.0016716
632629,8028,0.0016716
632630,8028,0.0016716
632631,8028,0.0016716
632632,8028,0.0016716
632633,8028,0.0016716
632634,8028,0.0016716
632635,8028,0.0016716
632636,8028,0.0016716
632637,8028,0.0016716
632638,8028,0.0016713
632639,8028,0.0001187
633361,2001,0.0000032
633362,2001,0
633363,2001,0.0002096
633364,2001,0.0001145
633368,2001,0.0001687
633369,2001,0.0001448
633370,2001,0.0002538
633371,2001,0.0002718
633372,2001,0.0002718
633373,2001,0.000184
633374,2001,0.000184
633375,2001,0.000184
633376,2001,0.000184
633377,2001,0.000184
633378,2001,0.000184
633379,2001,0.000184
633380,2001,0.000184
633381,2001,0.00057
633382,2001,0.000184
633383,2001,0.000184
633384,2001,0.000184
633385,2001,0.000184
633386,2001,0.00057
633387,2001,0.00057
633388,2001,0.00057
633389,2001,0.00057
633390,2001,0.000184
633391,2001,0.000184
633392,2001,0.0002718
633393,2001,0.0002718
633394,2001,0.0002718
633395,2001,0.0002718
633396,2001,0.0002718
633397,2001,0.0002718
633398,2001,0.0002718
633399,2001,0.0002718
633400,2001,0.0002718
633401,2001,0.0002718
633402,2001,0.0002718
633403,2001,0.0002718
633404,2001,0.0002718
633405,2001,0.0002718
633406,2001,0.0001882
633457,26017,0.0005131
633458,26017,0.0035663
633459,26017,0.0035372
633460,26017,0.0013915
633461,26017,0.0034824
633462,26017,0.0029269
633463,26017,0.0027267
633464,26017,0.0030089
633465,26017,0.001815
633466,26017,0.002042
633467,26017,0.0020659
633468,26017,0.000975
633469,26017,0.0021884
633470,26017,0.0009658
633471,26017,0.0009658
633472,26017,0.0013246
633473,26017,0.0013246
633474,26017,0.0009658
633475,26017,0.000922
633476,26017,0.0005886
633477,26017,0.0003985
633478,26017,0.0001167
633479,26017,0.0007281
633480,26017,0.0013246
633481,26017,0.0013072
633482,26017,0.0013072
633483,26017,0.0013072
633484,26017,0.0013072
633485,26017,0.0013246
633486,26017,0.0013246
633487,26017,0.0013246
633488,26017,0.0007744
633488,26047,0.0004627
633489,26047,0.001114
633490,26047,0.001114
633491,26047,0.001114
633492,26047,0.001114
633493,26004,0.0004576
633493,26047,0.000931
633494,26004,0.0027062
633494,26047,0.0000317
633495,26004,0.0027854
633496,26004,0.0027854
633497,26004,0.0027854
633498,26004,0.0022852
633499,26004,0.0015245
633499,26046,0.0050005
633500,26046,0.0110461
633501,26046,0.0110461
633502,26046,0.0110461
633503,26046,0.0110461
633504,26007,0.0042946
633504,26046,0.0077218
633505,26007,0.0118281
633506,26007,0.0199306
633507,26007,0.0318131
633508,26007,0.0311316
633508,26065,0.0003566
633509,26007,0.0283622
633509,26065,0.0009953
633510,26007,0.0103939
633510,26065,0.0040404
633511,26065,0.005975
633512,26065,0.005975
633513,26065,0.005975
633514,26065,0.005975
633515,26065,0.005975
633516,26065,0.005975
633517,26065,0.0054463
633518,26065,0.0196376
633519,26036,0.0013089
633519,26065,0.0171451
633520,26065,0.0196376
633521,26036,0.0085514
633521,26065,0.0033541
633522,26036,0.0103302
633523,26035,0.0006892
633523,26036,0.0095997
633524,26035,0.0087871
633524,26036,0.0055918
633525,26035,0.0097472
633526,26035,0.0097472
633527,26035,0.0044118
633528,26035,0.0044118
633529,26035,0.0062285
633530,26035,0.0062584
633531,26035,0.00806
633532,26035,0.00806
633533,26035,0.00806
633534,26035,0.00806
633535,26035,0.00806
633536,26035,0.0077135
633537,26035,0.0077135
633538,26035,0.00806
633539,26035,0.00806
633540,26019,0.0017127
633540,26035,0.0025263
633541,26019,0.0107765
633542,26019,0.0107765
633543,26019,0.0040075
633544,26019,0.00638
633545,26019,0.00638
633546,26019,0.00638
633547,26019,0.00638
633548,26019,0.0040075
633549,26019,0.0040075
633550,26019,0.0040075
633551,26019,0.0040075
633552,26019,0.00638
633553,26019,0.00638
633554,26019,0.0040075
633555,26019,0.0040075
633556,26019,0.0039424
633556,26027,0.0003679
633557,26019,0.0010772
633557,26027,0.0203845
633558,26011,0.0000137
633558,26027,0.0226389
633559,26027,0.0226485
633560,26027,0.0226485
633561,26027,0.0047032
633562,26027,0.0047032
633563,26027,0.0047073
633564,26027,0.0035632
633565,26027,0.0042573
633566,26027,0.0042573
633567,26027,0.0042573
633568,26027,0.0150551
633569,26027,0.0150551
633570,26027,0.0150551
633571,26027,0.00269
633572,26027,0.0055246
633573,26027,0.0059358
633574,26027,0.0059358
633575,26027,0.0059358
633576,26002,0.0015722
633576,26027,0.0044452
633577,26002,0.0062608
633578,26002,0.0062608
633579,26002,0.0062608
633580,26002,0.0024973
633581,26002,0.0062608
633582,26002,0.0062608
633583,26002,0.0062608
633584,26002,0.0062608
633585,26002,0.0038609
633586,26002,0.0038609
633587,26002,0.0038609
633588,26002,0.0100722
633589,26002,0.0100722
633590,26002,0.0100722
633591,26002,0.0100722
633592,26002,0.0100722
633593,26002,0.0038609
633594,26002,0.0062608
633595,8035,0.0006842
633595,26002,0.003085
633596,8035,0.0001051
633601,8035,0.0099338
633602,8035,0.0106404
633603,8035,0.0106404
633604,8035,0.0079054
633605,8035,0.0079054
633606,8035,0.0079054
633607,8035,0.0079054
633608,8035,0.0079054
633609,8035,0.0019005
633610,8035,0.0017899
633611,8035,0.0017899
633612,8035,0.0023137
633613,8035,0.0019005
633614,8035,0.0106404
633615,8035,0.0019005
633616,8035,0.0009774
633617,8035,0.0023137
633618,8035,0.0019005
633619,8035,0.0019005
633620,8005,0.00079
633620,8035,0.0016269
633621,8005,0.0010308
633622,8005,0.0011282
633623,8005,0.0007459
633624,8005,0.0019213
633625,8005,0.0019213
633626,8005,0.0019213
633627,8005,0.0019213
633628,8005,0.0011282
633629,8005,0.0011282
633630,8005,0.0027331
633631,8005,0.0027331
633632,8005,0.0027331
633633,8005,0.0027331
633634,8005,0.0011282
633635,8005,0.0019213
633636,8005,0.0019213
633637,8005,0.0010259
633638,8005,0.0022014
633639,8005,0.0022014
633640,8005,0.0010259
633641,8005,0.0010259
633642,8005,0.0019213
633643,8005,0.0019213
633644,8005,0.0010259
633645,8005,0.0010259
633646,8005,0.0010259
633647,8005,0.0010259
633648,8005,0.0019213
633649,8005,0.0019213
633650,8005,0.0011282
633651,8001,0.0001132
633651,8005,0.0014242
633660,8001,0.001022
633661,8001,0.0013085
633662,8001,0.0013085
633663,8001,0.000681
633664,8001,0.000681
633665,8001,0.000681
633666,8001,0.000681
633667,8001,0.0010382
633668,8001,0.000681
633669,8001,0.000681
633670,8001,0.000681
633671,8001,0.000681
633672,8001,0.0010382
633673,8001,0.0010382
633674,8001,0.0010382
633675,8001,0.000681
633676,8001,0.0004343
633676,8028,0.0509348
633677,8028,0.0016298
633678,8028,0.0016716
633679,8028,0.0016716
633680,8028,0.0016716
633681,8028,0.0016716
633682,8028,0.0016716
633683,8028,0.0016716
633684,8028,0.0016716
633685,8028,0.0016716
633686,8028,0.0016716
633687,8028,0.001594
633688,8028,0.001594
633689,8028,0.001594
633690,8028,0.001594
633691,8028,0.0016716
633692,8028,0.0016716
633693,8028,0.0016716
633694,8028,0.0016716
633695,8028,0.0016716
633696,8028,0.0016716
633697,8028,0.0011109
634422,2001,0.0001457
634423,2001,0.0002482
634424,2001,0.0000039
634427,2001,0.0000005
634428,2001,0.0001839
634429,2001,0.0002512
634430,2001,0.000184
634431,2001,0.000184
634432,2001,0.000184
634433,2001,0.000184
634434,2001,0.000184
634435,2001,0.000184
634436,2001,0.000184
634437,2001,0.000184
634438,2001,0.000184
634439,2001,0.000184
634440,2001,0.00057
634441,2001,0.00057
634442,2001,0.00057
634443,2001,0.000184
634444,2001,0.00057
634445,2001,0.00057
634446,2001,0.00057
634447,2001,0.00057
634448,2001,0.000184
634449,2001,0.000184
634450,2001,0.0002718
634451,2001,0.0002718
634452,2001,0.0002718
634453,2001,0.0002718
634454,2001,0.0002718
634455,2001,0.0002718
634456,2001,0.0002718
634457,2001,0.0002718
634458,2001,0.0002718
634459,2001,0.0002718
634460,2001,0.0002718
634461,2001,0.0002718
634462,2001,0.0002718
634463,2001,0.0002718
634464,2001,0.0002718
634465,2001,0.0001571
634516,26017,0.0009398
634517,26017,0.0035663
634518,26017,0.0035663
634519,26017,0.0019402
634520,26017,0.0017692
634521,26017,0.0016776
634522,26017,0.0031491
634523,26017,0.0024278
634524,26017,0.0027525
634525,26017,0.0032204
634526,26017,0.0034269
634527,26017,0.0005682
634528,26017,0.0000234
634529,26017,0.0002982
634530,26017,0.0004949
634531,26017,0.0004602
634532,26017,0.0009063
634533,26017,0.0009393
634534,26017,0.0013196
634535,26017,0.0013246
634536,26017,0.0012225
634537,26017,0.0008259
634538,26017,0.0005063
634539,26017,0.0011615
634540,26017,0.0013072
634541,26017,0.0013072
634542,26017,0.0013072
634543,26017,0.0013072
634544,26017,0.0013246
634545,26017,0.0013246
634546,26017,0.0013246
634547,26017,0.0008875
634547,26047,0.0003676
634548,26047,0.001114
634549,26047,0.001114
634550,26004,0.0000413
634550,26047,0.0010975
634551,26004,0.0007911
634551,26047,0.0007976
634552,26004,0.001947
634552,26047,0.0003353
634553,26004,0.0027298
634553,26047,0.0000222
634554,26004,0.0027854
634555,26004,0.0027854
634556,26004,0.0022234
634557,26004,0.0019091
634558,26004,0.0021201
634558,26046,0.0026384
634559,26046,0.0110461
634560,26046,0.0110461
634561,26046,0.0110461
634562,26046,0.0110461
634563,26007,0.004039
634563,26046,0.0096808
634564,26007,0.0326778
634565,26007,0.0254272
634566,26007,0.0153084
634567,26007,0.0084104
634567,26065,0.0039797
634568,26065,0.0065734
634569,26065,0.0075365
634570,26065,0.0075365
634571,26065,0.005975
634572,26065,0.005975
634573,26065,0.005975
634574,26065,0.005975
634575,26065,0.005975
634576,26065,0.005975
634577,26065,0.0054463
634578,26065,0.0615593
634579,26065,0.0196376
634580,26036,0.002733
634580,26065,0.0153875
634581,26036,0.0103302
634582,26036,0.0567728
634583,26035,0.0024744
634583,26036,0.0423607
634584,26035,0.0097472
634585,26035,0.0044118
634586,26035,0.0044118
634587,26035,0.00806
634588,26035,0.0049759
634589,26035,0.0078572
634590,26035,0.00806
634591,26035,0.0044118
634592,26035,0.0044118
634593,26035,0.0044118
634594,26035,0.0044118
634595,26035,0.00806
634596,26035,0.0077135
634597,26035,0.0077135
634598,26035,0.0044118
634599,26019,0.0018047
634599,26035,0.003673
634600,26019,0.0040075
634601,26019,0.0040075
634602,26019,0.0040075
634603,26019,0.0040075
634604,26019,0.0040075
634605,26019,0.0040075
634606,26019,0.0040075
634607,26019,0.0039877
634608,26019,0.0095117
634609,26019,0.0100136
634610,26019,0.0040075
634611,26019,0.0040075
634612,26019,0.00638
634613,26019,0.0040075
634614,26019,0.0040075
634615,26019,0.0104818
634615,26027,0.0006193
634616,26027,0.0226485
634617,26027,0.0226485
634618,26027,0.0226485
634619,26027,0.0047032
634620,26027,0.0047032
634621,26027,0.0059358
634622,26027,0.0058863
634623,26027,0.0059358
634624,26027,0.0042573
634625,26027,0.0042573
634626,26027,0.0042573
634627,26027,0.0042573
634628,26027,0.0150551
634629,26027,0.0150551
634630,26027,0.0143374
634631,26027,0.0022878
634632,26027,0.0059358
634633,26027,0.0042573
634634,26027,0.0042573
634635,26002,0.0004335
634635,26027,0.0055248
634636,26002,0.0062509
634636,26027,0.0000094
634637,26002,0.0062608
634638,26002,0.0062608
634639,26002,0.001966
634640,26002,0.0062608
634641,26002,0.0062608
634642,26002,0.0062608
634643,26002,0.0062608
634644,26002,0.0038609
634645,26002,0.0038609
634646,26002,0.0038609
634647,26002,0.0100722
634648,26002,0.0100722
634649,26002,0.0100722
634650,26002,0.0100722
634651,26002,0.0100722
634652,26002,0.0038609
634653,26002,0.0038609
634654,8035,0.0007495
634654,26002,0.0016119
634655,8035,0.0005458
634655,26002,0.0000061
634657,8035,0.0002554
634657,26002,0.0001207
634658,8035,0.0004992
634658,26002,0.0002446
634659,8035,0.0006566
634660,8035,0.0018488
634661,8035,0.0019005
634662,8035,0.0019005
634663,8035,0.0079054
634664,8035,0.0307563
634665,8035,0.0079054
634666,8035,0.0307563
634667,8035,0.0017899
634668,8035,0.0019005
634669,8035,0.0019005
634670,8035,0.0017899
634671,8035,0.0017899
634672,8035,0.0019005
634673,8035,0.0019005
634674,8035,0.0019005
634675,8035,0.0007925
634676,8035,0.0014101
634677,8035,0.0019005
634678,8035,0.0019005
634679,8005,0.0000498
634679,8035,0.0013968
634680,8005,0.0011642
634681,8005,0.0007459
634682,8005,0.0007459
634683,8005,0.0009492
634684,8005,0.0010259
634685,8005,0.0010259
634686,8005,0.0019213
634687,8005,0.0019213
634688,8005,0.0011282
634689,8005,0.0027331
634690,8005,0.0027331
634691,8005,0.0027331
634692,8005,0.0027331
634693,8005,0.0011282
634694,8005,0.0010259
634695,8005,0.0006788
634696,8005,0.0007526
634697,8005,0.0022014
634698,8005,0.0010259
634699,8005,0.0010259
634700,8005,0.0019213
634701,8005,0.0019213
634702,8005,0.0019213
634703,8005,0.0009565
634704,8005,0.0012882
634705,8005,0.0010259
634706,8005,0.0010259
634707,8005,0.0019213
634708,8005,0.0019213
634709,8005,0.0019213
634710,8001,0.0001365
634710,8005,0.0015329
634719,8001,0.0009572
634720,8001,0.0013085
634721,8001,0.0019791
634722,8001,0.0019791
634723,8001,0.000681
634724,8001,0.000681
634725,8001,0.0010382
634726,8001,0.0010382
634727,8001,0.000681
634728,8001,0.000681
634729,8001,0.0019791
634730,8001,0.000681
634731,8001,0.000681
634732,8001,0.000681
634733,8001,0.000681
634734,8001,0.000681
634735,8001,0.0003903
634735,8028,0.0013084
634736,8028,0.0016298
634737,8028,0.0016716
634738,8028,0.0016716
634739,8028,0.0016716
634740,8028,0.0016716
634741,8028,0.0016716
634742,8028,0.0016716
634743,8028,0.0016716
634744,8028,0.0016716
634745,8028,0.0016716
634746,8028,0.001594
634747,8028,0.0343349
634748,8028,0.001594
634749,8028,0.001594
634750,8028,0.0016716
634751,8028,0.0016144
634752,8028,0.001664
634753,8028,0.0016716
634754,8028,0.0016636
634755,8028,0.0010305
634756,8028,0
635481,2001,0.0000768
635482,2001,0.0002326
635483,2001,0.0000014
635485,2001,0.0000245
635486,2001,0.0001596
635487,2001,0.0002702
635488,2001,0.0002718
635489,2001,0.000184
635490,2001,0.000184
635491,2001,0.000184
635492,2001,0.000184
635493,2001,0.000184
635494,2001,0.000184
635495,2001,0.000184
635496,2001,0.000184
635497,2001,0.00057
635498,2001,0.00057
635499,2001,0.00057
635500,2001,0.00057
635501,2001,0.00057
635502,2001,0.00057
635503,2001,0.00057
635504,2001,0.00057
635505,2001,0.00057
635506,2001,0.00057
635507,2001,0.000184
635508,2001,0.0002718
635509,2001,0.0002718
635510,2001,0.0002682
635511,2001,0.0002315
635512,2001,0.0002718
635513,2001,0.0002718
635514,2001,0.0002718
635515,2001,0.0002718
635516,2001,0.0002718
635517,2001,0.0002718
635518,2001,0.0002718
635519,2001,0.0002718
635520,2001,0.0002718
635521,2001,0.0002718
635522,2001,0.0002718
635523,2001,0.0002718
635524,2001,0.0002085
635575,26017,0.0017671
635576,26017,0.0035663
635577,26017,0.0035663
635578,26017,0.002906
635579,26017,0.0012418
635580,26017,0.0008993
635581,26017,0.0005358
635582,26017,0.0001854
635583,26017,0.0006329
635584,26017,0.0003933
635585,26017,0.0011202
635591,26017,0.0000437
635592,26017,0.0002909
635593,26017,0.0008937
635594,26017,0.0009658
635595,26017,0.0011547
635596,26017,0.0013246
635597,26017,0.0006905
635598,26017,0.0010363
635599,26017,0.0013072
635600,26017,0.0013072
635601,26017,0.0013246
635602,26017,0.0013246
635603,26017,0.0013246
635604,26017,0.0013246
635605,26017,0.0013246
635606,26017,0.0010431
635606,26047,0.0002367
635607,26047,0.001114
635608,26047,0.001114
635609,26004,0.0017196
635609,26047,0.0004263
635610,26004,0.0027854
635611,26004,0.0027854
635612,26004,0.0027854
635613,26004,0.0027854
635614,26004,0.0027854
635615,26004,0.001483
635616,26004,0.0019569
635617,26004,0.0026416
635617,26046,0.0005705
635618,26004,0.0012921
635618,26046,0.0059221
635619,26004,0.0007161
635619,26046,0.0082062
635620,26004,0.0001585
635620,26046,0.0104175
635621,26046,0.0110461
635622,26007,0.0017798
635622,26046,0.0104445
635623,26007,0.0268059
635623,26046,0.0019849
635624,26007,0.031431
635624,26046,0.0004215
635625,26007,0.0321016
635626,26007,0.00868
635626,26065,0.0045154
635627,26065,0.0038915
635628,26065,0.0034038
635629,26065,0.0064399
635630,26065,0.005975
