GRIDCODE	CVENTMUN	Fter
632471	26035	0.044134282
632472	26035	0.010477203
632473	26035	0.024341875
632474	26035	0.009121853
632494	26019	0.01274204
632495	26019	0.030985523
632512	26027	0.010269523
632512	26027	0.038506677
632551	8035	0.02890146
632557	8035	0.026408674
632557	8035	0.000279033
632610	8001	0.014226327
633366	2001	0.002879224
633406	2001	0.002813476
633466	26017	0.011527082
633467	26017	0.013883131
633468	26017	0.001584403
633475	26017	0.008047325
633475	26017	0.002758236
633476	26017	0.013455373
633477	26017	0.003599609
633485	26017	0.008276877
633486	26017	0.007295449
633504	26046	0.044982345
633504	26007	0.109678267
633505	26007	0.153916526
633513	26065	0.042041913
633514	26065	0.046295262
633515	26065	0.048727686
633516	26065	0.022032975
633530	26035	0.046132551
633533	26035	0.033820012
633534	26035	0.02102322
633535	26035	0.020746503
633536	26035	0.030022375
633537	26035	0.001548471
633553	26019	0.037380001
633571	26027	0.049692013
633609	8035	0.018789062
633610	8035	0.006663678
633616	8035	0.013248337
633617	8035	0.024098163
633618	8035	0.03121389
633619	8035	0.000629273
633669	8001	0.014384364
634425	2001	0.002538443
634425	2001	0.00025118
634465	2001	0.002849071
634527	26017	0.01243788
634528	26017	0.012904442
634533	26017	0.011810849
634534	26017	0.005043492
634544	26017	0.014243224
634564	26007	0.117836352
634565	26007	0.261551244
634566	26007	0.253999098
634569	26065	0.018298715
634570	26065	0.049949561
634571	26065	0.045745834
634572	26065	0.012188317
634588	26035	0.035685047
634589	26035	0.010614279
634593	26035	0.018611942
634594	26035	0.014734867
634596	26035	0.026868083
634612	26019	0.033849936
634630	26027	0.04535256
634630	26027	0.006581248
634668	8035	0.025477761
634678	8035	0.029197619
634728	8001	0.01499578
635484	2001	0.00299225
635524	2001	0.002833098
635587	26017	0.001447444
635587	26017	0.011496037
635588	26017	0.00494036
635588	26017	0.0052054
635588	26017	0.008240958
635589	26017	0.01245169
635590	26017	0.013284101
635591	26017	0.01340035
635592	26017	0.000387486
635592	26017	0.010497938
635602	26017	0.013281354
635603	26017	0.000864176
635625	26007	0.021303631
635626	26007	0.081714882
635626	26065	0.078263506
635627	26065	0.090850468
635628	26065	0.017758616
635628	26065	0.058064926
635628	26065	0.023681866
635647	26035	0.04594379
635655	26035	0.016357343
635656	26035	0.008947778
635668	26019	0.010195815
635669	26019	0.033709088
635670	26019	0.035928299
635671	26019	0.016224828
635689	26027	0.050144414
635726	8035	0.020731352
635727	8035	0.004719235
635737	8005	0.00111981
635737	8035	0.004108673
635738	8005	0.016252142
635787	8001	0.014536807
636543	2001	0.002795731
636583	2001	0.002871867
636642	26017	0.00024215
636643	26017	0.0129534
636644	26017	0.012931537
636645	26017	0.012966642
636646	26017	0.00282287
636660	26017	0.003956086
636661	26017	0.011431316
636687	26065	0.017863752
636687	26065	0.006183424
636687	26065	0.063743698
636688	26065	0.080264074
636706	26035	0.013581677
636707	26035	0.032495692
636715	26035	0.027075581
636715	26035	0.000369006
636724	26019	0.009773041
636724	26019	0.001634
636725	26019	0.029723929
636725	26019	0.00775437
636725	26019	0.002286052
636725	26019	0.002473898
636726	26019	0.005647736
636726	26019	0.035439109
636727	26019	0.025786974
636748	26027	0.051649103
636785	8035	0.025339013
636797	8005	0.008112823
636798	8005	0.010728653
636846	8001	0.014376944
637602	2001	0.002804693
637642	2001	0.00205154
637642	2001	0.000768169
637698	26017	0.001605692
637699	26017	0.013973418
637700	26017	0.012591323
637701	26017	0.012624721
637719	26017	0.012964567
637719	26017	0.000591869
637747	26065	0.091020338
637765	26035	0.04443654
637765	26035	0.009963482
637765	26035	0.001731921
637774	26035	0.003634706
637775	26035	0.029414363
637776	26035	0.017491964
637776	26059	0.223421132
637777	26019	0.007738299
637777	26019	0.009491144
637778	26019	0.037231206
637779	26019	0.03335939
637780	26019	0.017393869
637781	26019	0.007614666
637782	26019	0.009349609
637783	26019	0.037210522
637784	26019	0.01622507
637784	26019	0.01005829
637785	26019	0.038437566
637786	26019	0.011614534
637806	26027	0.008054884
637807	26027	0.039802592
637843	8035	0.020817174
637844	8035	0.00379036
637857	8005	0.000260117
637857	8005	0.000499115
637857	8005	0.016971824
637858	8005	0.004501183
637905	8001	0.013955233
638660	2001	0.000704029
638661	2001	0.002093107
638701	2001	0.002837507
638757	26017	0.009474539
638757	26017	0.005971809
638777	26017	0.002153573
638778	26017	0.011394209
638806	26065	0.087578836
638807	26065	0.004045679
638824	26035	0.046250686
638835	26059	0.471814654
638836	26019	0.010754264
638836	26059	0.304764214
638839	26019	0.022533394
638840	26019	0.0133236
638840	26019	0.022006654
638841	26019	0.024097564
638845	26019	0.022045765
638846	26019	0.033568295
638847	26019	0.033566149
638848	26019	0.000454474
638865	26027	0.028413206
638865	26002	0.009427673
638902	8035	0.026599276
638917	8005	0.017087442
638918	8005	0.005549407
638964	8037	0.002980147
638964	8001	0.012543839
639719	2001	0.002796986
639759	2001	0.002736206
639760	2001	0.000148021
639816	26017	0.01239563
639836	26017	0.014180939
639836	26017	0.001423072
639866	26065	0.022473862
639866	26060	0.185891338
639882	26043	0.016765775
639883	26043	0.035172817
639883	26035	0.017658874
639907	26019	0.035362481
639908	26019	0.01577652
639908	26019	0.013350853
639924	26002	0.015613534
639924	26002	0.008139887
639960	8035	0.028384129
639961	8035	0.001361999
639977	8005	0.015920259
639978	8005	0.006842703
640023	8037	0.008854727
640023	8037	0.020193476
640778	2001	0.002777658
640818	2001	0.002763293
640875	26017	0.008480467
640875	26017	0.003920197
640894	26017	0.00697904
640895	26017	0.006508634
640925	26060	0.248182681
640941	26043	0.064229174
640942	26043	0.024715229
640967	26019	0.007180397
640968	26019	0.036427607
640969	26019	0.024255016
640983	26002	0.003330602
640984	26002	0.024409686
641018	8035	0.023143745
641019	8035	0.006404861
641037	8005	0.014616846
641038	8005	0.008114293
641082	8037	0.029044985
641102	8053	0.103165833
641837	2001	0.002873241
641877	2001	0.000244337
641877	2001	0.002519462
641934	26017	0.012413332
641953	26017	0.013014918
641984	26065	0.014623708
641984	26060	0.183279751
641985	26060	0.016038478
642000	26043	0.086800495
642028	26019	0.016427898
642029	26019	0.033561227
642030	26019	0.016342888
642043	26002	0.017013305
642044	26002	0.021812477
642044	26002	0.001297215
642076	8035	0.01795956
642077	8035	0.011767254
642097	8005	0.01629868
642098	8005	0.003165106
642141	8037	0.029503707
642160	8053	0.104692655
642161	8053	0.060334525
642896	2001	0.003183827
642936	2001	0.002764789
642993	26017	0.012908533
643012	26017	0.01287968
643043	26060	0.089545109
643044	26060	0.150548439
643059	26043	0.100324157
643089	26039	0.016618819
643089	26019	0.022547587
643090	26039	0.022200963
643102	26002	0.004704311
643103	26002	0.025199499
643134	8035	0.012807381
643135	8035	0.016818628
643157	8005	0.017604416
643157	8005	0.001906262
643200	8037	0.032913916
643218	8053	0.115712222
643219	8053	0.077379589
643954	2001	0.00127548
643955	2001	0.001752688
643995	2002	0.000891797
643995	2001	0.000117762
643996	2002	0.004368742
644052	26048	0.0006433
644052	26017	0.001735308
644053	26048	0.012055126
644053	26017	0.003646077
644070	26017	0.004514267
644071	26017	0.00835581
644103	26060	0.046477933
644103	26060	0.080036271
644117	26043	0.08478398
644118	26043	0.021957551
644149	26039	0.080660436
644150	26039	0.011823577
644161	26002	0.023225468
644192	8035	0.012053049
644193	8035	0.020444226
644216	8005	0.002852782
644216	8005	0.001576482
644217	8005	0.01788166
644259	8037	0.007720555
644259	8037	0.017241805
644275	8053	0.008578674
644276	8053	0.179255021
644277	8053	0.056074364
645013	2001	0.003132004
645055	2002	0.004409899
645112	26017	0.002907719
645112	26017	0.01053554
645129	26017	0.012874906
645176	26043	0.051269398
645176	26043	0.002102702
645176	26043	0.042956372
645209	26039	0.008296736
645209	26039	0.076871989
645209	26039	0.063584377
645210	26039	0.078994562
645220	26002	0.023483171
645250	8035	0.011542029
645251	8035	0.008059144
645251	8035	0.011882161
645276	8005	0.003980179
645277	8005	0.01826087
645318	8037	0.001513694
645319	8037	0.013743629
645334	8053	0.175016871
646071	2001	0.001278659
646071	2001	0.000436093
646072	2001	0.001425139
646113	2002	0.002108903
646114	2002	0.003696025
646171	26017	0.013986498
646188	26017	0.012871933
646234	26043	0.036517884
646234	26043	0.045354362
646235	26043	0.009289652
646268	26039	0.012832758
646268	26039	0.059729104
646269	26039	0.014055707
646270	26039	0.094736086
646271	26039	0.001211946
646278	26002	0.016067334
646279	26002	0.017274934
646279	26002	0.005353903
646279	26002	0.008495264
646308	8035	0.01668493
646309	8035	0.018843163
646336	8005	0.004005737
646337	8005	0.012761149
646378	8037	0.011899567
646378	8037	0.006535075
646390	8028	0.153541834
646391	8028	0.130206109
646391	8028	0.031055162
646392	8053	0.05521482
646392	8028	0.094406385
646393	8053	0.064575425
647130	2001	0.00331857
647171	2002	0.004600133
647172	2002	0.002197485
647229	26048	0.000710622
647229	26017	0.008316754
647230	26017	0.005137649
647247	26017	0.012870926
647293	26043	0.090676899
647327	26039	0.072403113
647330	26039	0.019001146
647330	26039	0.032826839
647330	26039	0.026269813
647331	26039	0.070367126
647332	26039	0.070967632
647333	26039	0.041952313
647333	26002	0.010625067
647334	26002	0.023091975
647335	26002	0.001067299
647338	26002	0.022626285
647352	26002	0.004706549
647353	26002	0.023071074
647354	26002	0.015228304
647355	26002	0.004635174
647356	26002	0.017308904
647357	26002	0.024599114
647358	26002	0.003700616
647359	26002	0.011117176
647360	26002	0.022999152
647361	26002	0.022898543
647362	26002	0.02264982
647363	26002	0.023754827
647364	26002	0.010320232
647364	8035	0.017997078
647365	8035	0.024962788
647366	8035	0.02390192
647367	8035	0.011268497
647396	8005	0.007176524
647396	8005	0.0086132
647437	8037	0.029494072
647447	8028	0.048519075
647448	8028	0.172476921
647449	8028	0.06694899
648188	2001	0.002531256
648189	2001	0.000560864
648229	2002	0.001588658
648229	2002	0.002610318
648230	2002	0.001048726
648288	26048	0.021035943
648305	26017	0.011620239
648306	26017	0.001667346
648352	26043	0.002094685
648353	26043	0.096885556
648385	26039	0.0619869
648386	26039	0.008513579
648394	26002	0.022046076
648395	26002	0.023175721
648396	26002	0.023126072
648397	26002	0.007313271
648397	26002	0.015543258
648397	26002	0.009194499
648397	26002	0.00737743
648398	26002	0.024696405
648399	26002	0.021215225
648401	26002	0.02398026
648402	26002	0.02386665
648403	26002	0.023351549
648404	26002	0.022649746
648405	26002	0.02276157
648406	26002	0.018024323
648406	26002	0.004812759
648407	26002	0.022754323
648408	26002	0.023511347
648409	26002	0.023473286
648410	26002	0.022644221
648411	26002	0.018344224
648413	26002	0.011018614
648414	26002	0.025274157
648415	26002	0.012046606
648417	26002	0.0196671
648418	26002	0.011800999
648455	8005	0.017355097
648496	8037	0.027700783
648496	8037	0.001397021
648506	8028	0.190522246
649247	2001	0.00307895
649288	2002	0.003767264
649346	26048	0.018885133
649347	26048	0.004490703
649364	26017	0.013962268
649412	26043	0.056188121
649412	26043	0.019207425
649413	26043	0.023451045
649444	26039	0.05409448
649458	26002	0.002625911
649459	26002	0.022990654
649460	26002	0.00146537
649514	8005	0.007648237
649515	8005	0.017621961
649516	8005	0.003667533
649555	8037	0.000110801
649555	8037	0.0293585
649563	8037	0.007357794
649564	8037	0.009451653
649564	8028	0.076885179
649565	8028	0.0354381
650305	2001	0.002517977
650306	2001	0.000568672
650346	2002	0.003186771
650404	26048	0.011368596
650405	26048	0.012013003
650422	26017	0.009782739
650423	26017	0.004088319
650471	26043	0.000537555
650472	26043	0.086856684
650575	8005	0.014033672
650576	8005	0.017741721
650577	8005	0.001213121
650614	8037	0.029041956
650621	8037	0.00138043
650622	8037	0.016573254
651364	2001	0.001130966
651364	2001	0.001102653
651364	2001	0.000762767
651405	2002	0.003980303
651462	26048	0.003943551
651463	26048	0.019350837
651481	26017	0.012876643
651530	26043	0.001862481
651636	8005	0.01649533
651637	8005	0.004077846
651637	8005	0.006216398
651637	8005	0.012557761
651638	8005	0.015179604
651673	8037	0.029057959
651680	8037	0.017586179
652422	2001	0.00019925
652422	2001	0.001406312
652423	2001	0.001527836
652463	2002	0.002443924
652464	2002	0.001589697
652520	26048	0.009705105
652521	26048	0.020909036
652539	26017	0.001459973
652540	26017	0.003522732
652540	26017	0.009070586
652696	8005	0.015645506
652697	8005	0.000679312
652698	8005	0.015857931
652699	8005	0.015884436
652700	8005	0.015880607
652701	8005	0.015880305
652702	8005	0.015880096
652703	8005	0.00620116
652732	8037	0.017101616
652732	8037	0.003039487
652738	8037	0.007054179
652739	8037	0.010363402
653481	2001	0.003299331
653522	2002	0.002150893
653522	2002	0.001867376
653578	26048	0.018651497
653579	26048	0.013200707
653597	26017	0.001704525
653598	26017	0.015908119
653751	8005	0.000904868
653752	8005	0.016541915
653753	8005	0.016903272
653754	8005	0.015834066
653755	8005	0.001651234
653755	8005	0.013985571
653755	8005	0.003739144
653762	8005	0.009673291
653763	8005	0.015884093
653764	8005	0.015882368
653765	8005	0.008306255
653765	8005	0.003750514
653765	8005	0.003816631
653766	8005	0.015885096
653767	8005	0.012256738
653791	8037	0.017923991
653791	8037	0.001328108
653791	8037	0.001819404
653797	8037	0.016120466
654539	2001	0.000340684
654540	2001	0.001031253
654540	2001	0.001495027
654581	2002	0.004024243
654635	26048	0.004448987
654636	26048	0.003385076
654636	26048	0.019590332
654637	26048	0.004275739
654656	26017	0.010111489
654656	26017	0.004470459
654810	8005	0.008341949
654814	8005	0.016270079
654826	8005	0.003633058
654827	8005	0.015861314
654828	8005	0.015867874
654829	8005	0.015881341
654830	8005	0.015881853
654831	8005	0.015884536
654832	8005	0.00321274
654850	8037	0.003037437
654850	8037	0.017667226
654851	8037	0.003710138
654855	8037	0.003694143
654856	8037	0.012286469
655598	2001	0.001934593
655599	2001	0.001026173
655639	2002	0.001051559
655640	2002	0.002975994
655693	26048	0.017657323
655694	26048	0.018506464
655714	26048	0.009622755
655714	26017	0.000353649
655715	26017	0.006778997
655715	26017	0.000621004
655873	8005	0.015649327
655891	8005	0.012677446
655892	8005	0.015873368
655893	8005	0.01588358
655894	8005	0.015830689
655895	8005	0.015615032
655896	8005	0.015614244
655897	8005	0.015614326
655898	8005	0.015614328
655899	8037	0.011572978
655899	8005	0.0031562
655900	8037	0.014504928
655901	8037	0.014504803
655902	8037	0.012830762
655902	8037	0.001674129
655902	8037	0.004109604
655903	8037	0.01450484
655904	8037	0.014505461
655905	8037	0.014505045
655906	8037	0.014505164
655907	8037	0.014505465
655908	8037	0.016493048
655909	8037	0.008647395
655909	8037	0.006601783
655910	8037	0.006537952
655910	8037	0.000385606
655910	8037	0.003595968
655910	8037	0.008636196
655910	8037	0.021113183
655911	8037	0.028839945
655911	8037	6.22849E-05
655912	8037	0.008623586
655913	8037	0.001763557
655914	8037	0.017575993
656658	2001	0.00357334
656659	2001	0.001668642
656698	2002	0.004024527
656743	26048	0.006868213
656743	26048	0.002301306
656744	26048	0.01926315
656745	26048	0.005290153
656749	26048	0.006897466
656750	26048	0.019896944
656751	26048	0.020232662
656752	26048	0.003086159
656773	26048	0.021189221
656932	8005	0.015640141
656961	8037	0.014511215
656969	8037	0.01502559
656972	8037	0.01214392
656973	8037	0.008005207
657718	2001	0.000389218
657718	2001	0.001021545
657719	2001	0.003323151
657757	2002	0.004024257
657802	26048	0.013784449
657802	26048	0.004999969
657803	26048	0.00216542
657804	26048	0.01346553
657805	26048	0.018783742
657806	26048	0.018737136
657807	26048	0.01926382
657808	26048	0.012930033
657831	26048	0.013771636
657832	26048	0.007410458
657991	8005	0.015649562
658020	8037	0.014512636
658028	8037	0.014977463
658030	8037	0.00297091
658031	8037	0.012983505
658778	2001	0.003245815
658816	2002	0.004028872
658862	26048	0.022147627
658890	26048	0.021164845
659050	8005	0.015652845
659079	8037	0.014512432
659087	8037	0.015596287
659088	8037	0.001654226
659089	8037	0.019475939
659837	2001	0.002855962
659874	2002	0.003764976
659875	2002	0.000265781
659921	26048	0.009918731
659922	26048	0.012302183
659948	26048	0.017109188
659949	26048	0.004045797
660109	8005	0.015649943
660138	8037	0.007638742
660139	8037	0.006874903
660146	8037	0.008069271
660146	8037	0.014820598
660146	8037	0.002682307
660147	8037	0.018985009
660895	2001	0.000749502
660896	2001	0.002180487
660922	2002	0.002668693
660922	2002	1.63215E-05
660923	2002	0.00396696
660933	2002	0.004025664
660981	26048	0.021732125
660982	26048	0.000475291
661007	26048	0.021155951
661168	8005	0.015866653
661198	8037	0.014875621
661205	8037	0.003201669
661954	2001	0.002633469
661954	2001	0.000190371
661978	2002	0.002776396
661979	2002	0.004060745
661980	2002	0.004071556
661981	2002	0.00138189
661982	2002	2.49074E-05
661983	2002	0.004023332
661984	2002	0.004032244
661985	2002	0.002151709
661992	2002	0.00403807
662041	26048	0.022202146
662065	26048	0.006847243
662065	26070	0.011963718
662066	26048	0.00080006
662227	8005	0.01591209
662257	8037	0.014513446
663013	2001	0.002875646
663034	2001	0.001363607
663035	2001	0.002819789
663036	2001	0.003365276
663037	2002	0.000501397
663037	2001	0.000564686
663044	2002	0.004351996
663050	2002	0.002618466
663051	2002	0.001402967
663100	26048	0.01147356
663101	26048	0.010658888
663123	26070	0.002096822
663124	26070	0.016808947
663286	8005	0.015922743
663315	8037	0.001646877
663316	8037	0.000848278
663316	8037	0.001612694
663316	8037	0.001459829
664066	2001	0.001580632
664067	2001	0.000511502
664067	2001	0.000157119
664071	2001	0.001976564
664072	2001	0.002155066
664091	2001	0.001747885
664092	2001	0.002852962
664093	2001	0.002006042
664103	2002	0.000862213
664104	2002	0.004498729
664109	2002	0.004020999
664160	26048	0.004263344
664160	26048	0.017919557
664182	26070	0.018838251
664345	8005	0.000838733
664345	8005	0.00311165
665126	2001	0.002779362
665127	2001	0.002162236
665130	2001	0.003176954
665148	2001	0.002304335
665149	2001	0.003071864
665150	2001	0.001524251
665163	2002	0.000659418
665164	2002	0.004575832
665165	2002	0.004217943
665166	2002	0.004015187
665167	2002	0.000106182
665168	2002	0.004034108
665219	26048	0.001383036
665220	26048	0.020819351
665240	26070	0.005309787
665241	26070	0.013648892
666186	2001	0.002920993
666188	2001	0.001183408
666188	2001	0.00222058
666189	2001	0.000301463
666206	2001	0.003126407
666207	2001	0.001097933
666226	2002	0.004653714
666226	2002	0.001197283
666226	2002	7.03687E-05
666227	2002	0.002754528
666279	26048	0.01324611
666280	26048	0.00897535
666299	26070	0.018829411
667245	2001	0.002848043
667246	2001	0.001360194
667247	2001	0.0019363
667264	2001	0.002200521
667264	2001	0.001214474
667265	2001	0.001032621
667285	2002	0.004026867
667339	26048	0.022170041
667357	26070	0.007502552
667358	26070	0.011045386
667366	26070	0.001292218
668304	2001	0.001228635
668304	2001	0.00051056
668304	2001	0.00248602
668305	2001	0.003107397
668322	2001	0.001620571
668323	2001	0.001616101
668344	2002	0.003895168
668398	26048	0.003009949
668399	26048	0.01912723
668416	26070	0.018485998
668424	26070	0.016316421
668425	26070	0.004982993
669363	2001	0.002964142
669381	2001	0.002703445
669381	2001	0.00013368
669403	2002	0.00385785
669458	26048	0.015178281
669459	26048	0.006957325
669474	26070	0.006802436
669475	26070	0.011595887
669482	26070	0.019688621
669483	26070	0.008588044
670422	2001	0.001923524
670423	2001	0.001908763
670440	2001	0.003060504
670462	2002	0.00385746
670518	26048	0.022562146
670519	26048	0.006123832
670533	26070	0.004951216
670533	26070	0.013259515
670540	26070	0.017397506
670541	26070	0.003594061
671482	2001	0.002936873
671498	2001	0.002234815
671499	2001	0.000981827
671521	2002	0.003880953
671577	26048	0.00176344
671577	26048	0.000549765
671578	26048	0.015588026
671579	26048	0.019063367
671580	26048	0.019082399
671582	26048	0.005647575
671583	26048	0.020019188
671584	26048	0.002708658
671584	26048	0.004316432
671584	26070	0.003818848
671592	26070	0.017148228
671598	26070	0.009483006
671599	26070	0.010005964
672541	2001	0.003051646
672556	2001	0.001246107
672557	2001	0.002328435
672580	2002	0.003900762
672639	26048	0.002328744
672640	26048	0.003263151
672640	26048	0.016247216
672641	26048	0.014122472
672643	26070	0.008147295
672644	26070	0.018234127
672645	26070	0.013316029
672651	26070	0.016705668
672657	26070	0.019707669
673599	2001	0.002121308
673600	2001	0.002722489
673615	2001	0.002911712
673639	2002	0.003076932
673640	2002	0.000827153
673704	26070	0.004901526
673705	26070	0.022181963
673706	26070	0.000389252
673709	26070	0.014439982
673710	26070	0.002302906
673715	26070	0.018856445
673716	26070	0.003132457
674656	2001	0.00120228
674657	2001	0.003266972
674658	2001	0.00086537
674673	2001	0.001175954
674674	2001	0.002868876
674699	2002	0.003883902
674716	26055	0.001448738
674717	26055	0.003569279
674765	26070	0.021896459
674766	26070	0.002895853
674768	26070	0.008298618
674769	26070	0.009596641
674772	26070	0.002827861
674773	26070	0.019873573
674774	26070	0.005856019
675715	2001	0.000646117
675715	2001	1.60923E-05
675715	2001	2.27781E-05
675715	2001	7.57901E-05
675715	2001	0.000813477
675715	2001	0.001692595
675731	2001	0.000559145
675732	2001	0.002976165
675758	2002	0.004219364
675775	26055	0.013322583
675825	26070	0.003770579
675825	26070	0.017490517
675826	26070	0.014586845
675828	26070	0.018580522
675830	26070	0.013301468
675831	26070	0.017106575
676773	2001	0.000741496
676774	2001	0.000887219
676774	2001	0.001848992
676790	2001	0.002973633
676817	2002	0.004230764
676817	2002	0.000446948
676833	26055	0.009421149
676834	26055	0.002141639
676885	26070	0.003395592
676886	26070	0.021048129
676887	26070	0.013276608
676887	26070	0.015981042
676887	26070	0.00110972
676887	26070	0.00107264
676888	26070	0.00477322
676888	26070	0.018677888
676889	26070	0.006078541
677832	2001	0.002609114
677832	2001	0.001439282
677833	2001	1.26663E-05
677849	2001	0.002911332
677876	2002	0.004121654
677892	26055	0.012474103
677946	26070	0.018330138
677947	26070	0.002902514
678889	2001	0.002663699
678890	2001	0.003267594
678891	2001	0.000657236
678907	2001	0.001114269
678908	2001	0.001774825
678935	2002	0.004013111
678950	26055	0.003339505
678951	26055	0.00795369
679003	26070	0.016098404
679004	26070	0.01817917
679005	26070	0.006469671
679948	2001	0.002919517
679966	2001	0.003132376
679993	2002	0.000510174
679994	2002	0.003509293
680009	26055	0.012079858
680059	26070	0.002377671
680060	26070	0.008047202
680060	26070	0.010063441
680061	26070	0.018278697
