GRIDCODE,CVE_ENTCVE_MUN,Fa
636798,8005,0.006583857
636868,8028,0.00139167
636869,8028,0.029577321
636870,8028,0.037086551
636871,8028,0.011229108
636872,8028,2.84454E-05
637600,2001,9.43241E-05
637601,2001,0.003490174
637602,2001,0.003689483
637603,2001,0.004004575
637604,2001,0.000443357
637628,2001,0.000833014
637629,2001,0.00343355
637630,2001,0.000273725
637694,26017,1.31087E-05
637695,26017,0.000794049
637696,26017,7.45167E-05
637697,26017,0.000575169
637698,26017,0.001482908
637699,26017,0.006113227
637700,26017,0.00360087
637701,26017,0.003478939
637702,26017,0.006237982
637703,26017,0.006524862
637704,26017,0.007033535
637705,26017,0.00690891
637706,26017,0.002185742
637707,26017,0.000465412
637708,26017,0.001953088
637709,26017,0.002181517
637710,26017,0.00017088
637729,26004,0.00525747
637730,26004,0.026209663
637731,26004,0.017798362
637732,26004,0.013986426
637734,26004,0.00187735
637748,26065,0.022641745
637764,26035,0.002022663
637765,26035,0.02083028
637810,26027,0.017456706
637815,26002,0.000557249
637853,8005,0.00059585
637854,8005,0.007621356
637855,8005,0.020409463
637856,8005,0.020409463
637857,8005,0.013425378
637858,8005,0.014839038
637859,8005,0.006162495
637927,8028,0.016334109
637928,8028,0.027841575
637929,8028,0.010384528
638660,2001,0.002259802
638661,2001,0.003895156
638662,2001,0.002328078
638663,2001,7.63445E-05
638687,2001,3.11938E-05
638688,2001,0.001061854
638753,26017,1.30557E-05
638754,26017,0.0014482
638755,26017,0.003310562
638756,26017,0.003459089
638757,26017,0.000914246
638758,26017,0.001022329
638760,26017,0.001468531
638761,26017,0.000261534
638762,26017,0.000793155
638763,26017,0.002185608
638764,26017,0.002564127
638787,26004,2.33166E-07
638788,26004,0.023310827
638789,26004,0.026939861
638790,26004,0.004410418
638791,26004,0.005159209
638792,26004,0.001445058
638793,26004,0.026425141
638794,26004,0.003706842
638806,26065,0.001361427
638807,26060,0.001180032
638807,26065,0.051251952
638823,26035,0.014840844
638824,26035,0.047674691
638908,8035,0.004041639
638909,8035,0.001019412
638913,8005,0.001206542
638914,8005,0.014367581
638915,8005,0.020104607
638916,8005,0.013288546
638917,8005,0.019951382
638918,8005,0.006649212
638985,8028,0.005689583
638985,8053,0.007273308
638986,8028,0.042156115
638987,8028,0.005874831
639718,2001,0.000118043
639719,2001,0.000861303
639720,2001,0.002177109
639721,2001,0.000712703
639816,26017,0.003302581
639817,26017,0.002185707
639819,26017,0.001544889
639820,26017,0.000512993
639846,26004,0.013581367
639847,26004,0.020804786
639848,26004,0.019984906
639849,26004,0.027247685
639850,26004,0.014787738
639851,26004,0.000455694
639852,26004,0.006863689
639866,26060,0.062772614
639866,26065,0.020198979
639882,26035,0.001801027
639882,26043,0.007713033
639883,26035,0.013545991
639883,26043,0.011340287
639965,8035,0.00050314
639966,8035,0.010430861
639967,8035,0.015063154
639968,8035,0.012139748
639969,8035,0.00344357
639974,8005,0.002013126
639975,8005,3.14141E-06
639976,8005,0.009043619
639977,8005,0.01709901
639978,8005,0.001906472
640043,8053,0.015055466
640044,8028,0.00014081
640044,8053,0.069652172
640045,8028,0.006020644
640045,8053,0.009728644
640777,2001,0.003169082
640778,2001,0.00378401
640779,2001,0.002784712
640780,2001,0.000157446
640873,26017,0.000175226
640874,26017,0.000596468
640875,26017,0.000706142
640876,26017,2.30554E-05
640877,26017,0.000623214
640878,26017,0.004032348
640879,26017,0.00256269
640903,26017,0.003214304
640904,26004,0.0180689
640904,26017,0.001460945
640905,26004,0.021050417
640906,26004,0.000184524
640907,26004,0.005781517
640908,26004,0.027805166
640909,26004,0.020733737
640910,26004,1.82139E-05
640925,26060,0.046707809
640926,26060,0.035731054
640941,26043,0.031833324
640942,26043,0.007876462
641024,8035,0.000461592
641025,8035,0.001354894
641026,8035,2.06429E-05
641027,8035,3.4041E-06
641028,8035,0.002913138
641035,8005,0.001638054
641036,8005,0.019840843
641037,8005,0.005470349
641101,8053,0.028545612
641102,8053,0.065828713
641103,8053,0.037818065
641835,2001,0.000346195
641836,2001,0.003925495
641837,2001,0.002202888
641838,2001,0.003770914
641839,2001,0.001075309
641932,26017,0.00154159
641932,26048,0.230197263
641933,26017,0.004838675
641934,26017,0.005709819
641935,26017,0.00311836
641936,26017,0.001094711
641937,26017,0.000742528
641962,26004,0.000593953
641962,26017,0.00292831
641963,26004,0.024004097
641963,26017,0.001221455
641964,26004,0.020358521
641967,26004,0.005426842
641968,26004,0.012643163
641984,26060,0.000219806
641985,26060,0.055963386
642000,26043,0.044854776
642091,8005,0.000136236
642092,8005,0.009414455
642093,8005,0.001398862
642095,8005,0.012866528
642096,8005,0.001091289
642159,8053,0.022607133
642160,8053,0.072212476
642161,8053,0.062600626
642162,8053,0.001256852
642894,2001,0.000303266
642895,2001,0.004025277
642896,2001,0.003240211
642897,2001,0.003445935
642898,2001,0.000312691
642991,26017,0.00235596
642991,26048,0.60642299
642992,26017,0.002313823
642992,26048,0.163379747
642993,26017,0.002384785
643022,26004,0.002099963
643023,26004,0.012933196
643024,26004,0.002230501
643044,26060,0.071509319
643045,26060,0.004814522
643058,26043,0.00575612
643059,26043,0.054478057
643151,8005,0.016193034
643152,8005,0.01596363
643153,8005,0.00042414
643154,8005,0.003605597
643216,8053,0.004954631
643217,8053,0.034778037
643218,8053,0.073487505
643219,8053,0.039923149
643220,8053,0.004942369
643953,2001,0.000388116
643954,2001,0.004024029
643955,2001,0.00360675
643956,2001,0.000304778
644072,26017,0.002848656
644073,26017,0.0002683
644085,26004,0.003291642
644086,26004,0.000387346
644103,26060,0.049456167
644104,26060,0.079267797
644105,26060,0.009365055
644117,26043,0.053388105
644118,26043,0.002932375
644124,26059,0.069550785
644125,26059,0.101850476
644126,26059,0.090698151
644127,26059,0.012649913
644210,8005,0.00887504
644211,8005,0.020033736
644212,8005,0.002887562
644259,8037,0.012464356
644260,8037,0.013811399
644270,8028,0.00246449
644271,8028,0.024963119
644272,8028,0.007080307
644273,8028,0.011893046
644274,8028,0.003601125
644274,8053,0.022979728
644275,8053,0.069671236
644276,8053,0.06830923
644277,8053,0.015998952
645012,2001,0.001553939
645013,2001,0.003788585
645014,2001,0.003870166
645015,2001,0.000914187
645131,26017,0.001925525
645132,26017,0.000163684
645134,26017,0.000821341
645135,26017,0.003706055
645136,26017,0.002803479
645144,26004,0.008973188
645145,26004,0.016925536
645146,26004,0.004915921
645163,26060,0.062872985
645175,26043,0.01052573
645176,26043,0.043878455
645183,26059,0.102870428
645187,26059,0.029073615
645198,26019,0.225917415
645199,26019,0.302708267
645199,26039,8.86722E-06
645200,26019,0.072375573
645200,26039,0.026237021
645220,26002,0.032070912
645221,26002,0.021696555
645269,8005,0.003811614
645270,8005,0.018189866
645271,8005,0.00938592
645272,8005,0.000466737
645318,8037,0.060889577
645319,8037,0.073939583
645320,8037,0.002247626
645329,8028,0.000802085
645330,8028,0.011826885
645331,8028,0.047113888
645332,8028,0.041386937
645333,8028,0.025212046
645333,8053,0.035970845
645334,8053,0.075862258
645335,8053,0.073182061
645336,8053,0.002455151
646069,2001,0.000104388
646070,2001,0.001735812
646071,2001,0.00092883
646072,2001,0.0039779
646073,2001,0.00218425
646074,2001,0.000977357
646075,2001,9.75045E-06
646076,2001,0.000313237
646077,2001,4.02045E-05
646078,2001,2.40824E-05
646193,26017,0.00121871
646194,26017,0.003612159
646195,26017,0.002129147
646204,26004,4.70522E-06
646205,26004,0.012963715
646206,26004,0.003064348
646222,26060,0.06810859
646223,26060,0.000707192
646233,26043,0.01247568
646234,26043,0.050973311
646235,26043,0.000621331
646241,26043,0.010831446
646242,26043,0.045598579
646242,26059,0.023120452
646246,26059,0.053581639
646247,26059,0.015634375
646279,26002,0.039997788
646280,26002,0.018476274
646329,8005,0.001280831
646330,8005,0.013561785
646331,8005,0.001481179
646377,8037,0.025163829
646378,8037,0.054490912
646379,8037,0.045689155
646388,8028,0.027107891
646389,8028,0.045104257
646390,8028,0.046154334
646391,8028,0.04799035
646392,8028,0.029111587
646392,8053,0.026130218
646393,8053,0.051757276
646394,8053,0.004318695
647127,2001,0.000205322
647128,2001,0.002555583
647129,2001,0.002992021
647130,2001,0.001021504
647131,2001,0.001652901
647132,2001,0.000968491
647133,2001,4.01511E-05
647135,2001,0.001113946
647136,2001,0.00129321
647137,2001,0.001622491
647253,26017,0.000920373
647254,26017,0.000393843
647264,26004,0.000381569
647265,26004,0.013620128
647281,26060,0.06216907
647282,26060,0.005322388
647292,26043,0.001058489
647300,26043,0.057618241
647301,26043,0.016724951
647305,26059,0.020946545
647306,26059,0.061784687
647312,26059,0.00781465
647313,26059,0.069932467
647338,26002,0.00937224
647339,26002,0.003040171
647389,8005,0.0102912
647390,8005,0.00892674
647401,8005,0.000484982
647402,8005,0.007514035
647403,8005,1.41006E-05
647437,8037,0.015007953
647438,8037,0.039609425
647447,8028,0.016681977
647448,8028,0.046602904
647449,8028,0.030706152
647450,8028,0.011552279
647451,8028,0.004928667
647451,8053,0.001594592
647452,8053,0.001105
648185,2001,0.000739074
648186,2001,0.003832133
648187,2001,0.004025277
648188,2001,0.004000742
648189,2001,0.001976733
648195,2001,0.002858392
648196,2001,0.000743081
648318,26004,0.002041255
648319,26004,0.007627553
648328,26004,0.001403798
648329,26004,0.00642154
648340,26060,0.011176551
648341,26043,0.015596848
648341,26060,0.047025777
648342,26043,0.052574356
648343,26043,0.020581946
648344,26043,2.74595E-05
648358,26043,0.002943039
648359,26043,0.059050454
648364,26059,0.044033367
648365,26059,0.039711994
648371,26059,0.041264225
648372,26059,0.007043983
648378,26039,0.217213698
648379,26039,0.024815821
648406,26002,0.009657138
648407,26002,0.064685558
648408,26002,0.000646241
648448,8005,0.003852053
648449,8005,0.016634293
648450,8005,0.000335677
648460,8005,0.010727252
648461,8005,0.020409463
648462,8005,0.002429716
648505,8028,0.001681038
648506,8028,0.034783299
648507,8028,0.015368387
648508,8028,0.001350236
649244,2001,0.002710933
649245,2001,0.003076605
649246,2001,0.002922865
649247,2001,0.003929377
649248,2001,0.003528652
649252,2001,4.50874E-08
649253,2001,0.000190421
649254,2001,9.40309E-06
649377,26004,0.000950066
649378,26004,0.002797834
649387,26004,5.11742E-06
649388,26004,0.013556981
649389,26004,0.00043639
649400,26043,0.056352273
649400,26060,0.000972712
649401,26043,0.028566254
649402,26043,0.018292598
649403,26043,0.001155966
649416,26043,0.001453684
649417,26043,0.051319843
649418,26043,0.013207556
649423,26059,0.068708784
649424,26059,0.032043415
649437,26039,0.042211583
649438,26039,0.241598385
649445,26039,0.310315023
649508,8005,0.011147039
649509,8005,0.004233571
649519,8005,0.014380303
649520,8005,0.013541296
649521,8005,0.000305293
649563,8037,0.011164724
649564,8028,0.007743823
649564,8037,0.017624768
649565,8028,0.003380561
650302,2001,3.04695E-06
650303,2001,0.000749235
650304,2001,0.002207636
650305,2001,0.003796236
650306,2001,0.002807412
650307,2001,9.93338E-05
650309,2001,0.001026366
650310,2001,0.002198445
650311,2001,0.002742798
650312,2001,0.002185267
650313,2001,0.001134064
650314,2001,0.000160663
650335,2002,0.001306399
650336,2002,7.83211E-06
650447,26004,0.002556236
650448,26004,0.003781633
650458,26043,0.000824368
650458,26060,0.004056523
650459,26043,0.064529008
650459,26060,0.029997398
650460,26043,0.011892342
650460,26060,0.005575128
650475,26043,0.050413125
650476,26043,0.016017244
650482,26059,0.036638513
650483,26059,0.049352339
650497,26039,0.122811606
650504,26039,0.014787996
650567,8005,0.013840301
650568,8005,0.003516538
650578,8005,0.003987962
650622,8037,0.030048485
651360,2001,0.000291235
651361,2001,0.000584664
651362,2001,0.001665648
651363,2001,0.002107252
651364,2001,0.002816961
651365,2001,0.001415766
651366,2001,2.42057E-05
651367,2001,0.001910668
651368,2001,0.001618067
651369,2001,0.001232948
651370,2001,0.001971385
651371,2001,0.00054872
651372,2001,0.001442257
651373,2001,0.001551629
651394,2002,0.00109409
651395,2002,0.000222733
